comment,label
Giải phẫu vài chức năng để lên đời .,positive
Gắn động cơ V6 vào con Matis rồi nói mọi người sẽ không mua Camry nữa mà sẽ mua Matis vì hiệu năng động cơ không kém và rẻ hơn? ))),positive
"Iphone SE 2020 hình mạnh hơn iphone 8, giá lại tốt hơn rất nhiều. Like mạnh!",positive
Android quen xài pin 4000 trở lên rồi.giờ kêu xài pin 1800.sao xài được.,negative
"Ở pk cao cấp thì Apple là bá chủ (bạn fan Android cũng nên công nhận điều đó, xem top 10 dt bán chay nhất TG 2019) , còn ở pk thấp hơn thì Android nên lo lắng là vừa.",positive
"Diện tích điện thoại thì lớn mà mành hình 4,7 inch. Kể mà ra cái điện thoại tràn viền 4,7 inch còn đáng suy nghĩ.",neutral
Tuyệt. Đang muốn mua 1 cái làm máy phụ.,positive
"vấn đề không nằm ở mạnh hơn android vì DT bây giờ dư dùng rồi, trừ mấy trẻ trâu toàn chơi game, mà là IOS rất tù túng, chán",negative
Người dùng điện thoại Android ở Việt Nam hỏng chịu đâu ông Tim Cook...!,neutral
Nhưng quên là mẫu smartphone không có gì đặc biệt thì người dùng cũng không có lý do để mua hoặc đổi mới.,neutral
Tui sẽ mua 1 chiếc rất tốt trong tầm giá,positive
"Chính xác, mục tiêu của SE 2020 là đây",positive
"Vấn đề video người ta test pin chỉ dùng được hơn 4 tiếng. Đây là điểm trừ lớn nhất , chắc chắn người dùng sẽ phải đắn đo chứ hút cái gì.",negative
Với iphone tôi chỉ cần dùng cái 6s plus là đủ phải không mọi người,neutral
Sungdroid fans ít tiền có cơ hội cuối để tiếp cận iPhone rồi đó tranh thủ đê.,positive
Tôi sẽ bỏ các dòng khác sang dùng SE2020 thôi,neutral
Con chip đã bị hạn chế trên ip se vì ko tải đc chip a13....ko nên mua,negative
Không phải là tôi !,neutral
"Tôi thấy mình thanh thản hơn nhiều khi dùng đt "" cục gạch """,neutral
Màn hình nhỏ vẫn nhiều người dùng mà bây giờ 2020 rồi còn cái màn hình hd sao không lên fhd pin 2500 có phải ngon hơn không,neutral
Mơ nhé táo,neutral
Mình sẽ múc 1 em iphone 12 bởi vì nó có số 12,positive
Nhìn cái tai thỏ kiểu TQ thế kia là không muốn mua rồi.,negative
Iphone12 có 4 viên than tổ ong; dự là iphone20 mặt sau sẽ là dép tổ ong thần thánh.,neutral
Đến bao giờ điện thoại có 2 mặt đều là màn hình cảm ứng? (Mặt sau ốp lưng cũng là màn hình cảm ứng),neutral
"Tương lai mặt lưng điện thoại sẽ phủ đầy các ""lỗ""",neutral
"Ngày càng chèn ép, chiếm thị phần Android phones. Chiếm hết miếng ngon...",negative
Ra cứ ra. Điều quan trọng có tiền và mua hay ko nằm ở các thượng đế. Mà các thượng đế sính Táo lắm cơ.,positive
Sóng gió lại đến!,negative
Nhìn camera của IP 12 đẹp phết nhìn lại ông s20 ultra gì đó giống như máy tàu.đúng là nhái theo thì chỉ đc có vậy.vậy mà fansam mù quáng khen lấy khen để.,positive
Điện thoại mà nhiều camera quá không thích lắm. Thà có một cái mà được nâng cấp thì hay hơn.,negative
Đợi ip có mặt sau lắp đầy camera mua luôn. Chắc ip 100 plus,neutral
Giá này nghe coa vẻ ngon đấy. Nếu mà bỉ được cái hố đi thì mua ko phải nghĩ.,positive
"Mừng quá! iPhone 12 ra đời... đợi giảm thêm ít nữa , tôi múc e iPhone X.",positive
ĐT cứ năm trước mua năm sau đã lỗi thời hết kiểu này đến kiểu kia còn thuốc trị côvic nghĩ mãi không ra !,negative
Giá có 1000USD mà về Việt Nam bán giá 37 triệu - 40 triệu; thuế và lãi gì mà gấp đôi. Khi nào bán ở mức giá thực của nhà sản xuất và chi phí hợp lý khoảng 20% thì mua.,negative
"Lại công bố giá chưa tính thuế nữa à Apple. Mức giá 649 USD (15,2 triệu) thì kiểu gì về Việt Nam cũng bán giá 20 triệu. Công bố chi mà lạ kì.",negative
Nhìn như mấy con máy tàu giá rẻ,negative
"Năm nào cũng có màn marketing khảo sát thị trường bằng cách tung tin "" Iphone lộ giá "" hihi ! Họ Marketing rất giỏi đấy chứ",positive
Nếu ip12 về VN thì tôi sẽ làm 1 cái ip về xài. Nhưng cái tui mua là ip7 hoặc 8 thôi ạh. Chứ ip12 mắc quá mua không nỗi.,negative
mới dùng 11 pro max dc 4 tháng,positive
Iphone 12 mà thế này thì không ổn vì cụm camera giống y như Nova 7i. Có lẽ Apple không làm như thế đâu.,neutral
Đến iphone 20 -30 là ở phía sau như đôi dép tổ ong cho mà coi. Mỏi thăm thêm 1 mắt giờ sắp đón 4 mắt rùi,neutral
"Mình cũng thiết kế được iphone 16, 18 , copy nhiều mắt ra thôi, lúc ấy trông như vỉ thuốc nhà mình",neutral
Cụm cam giống cái bếp từ phêt,negative
Đợi ip12 ra mua cái ip5 sài,positive
xu hướng điện thoại sau này mỗi góc cạnh sẽ là 01 cái camera...,neutral
cạn ý tưởng rồi,negative
 nhìn 11 có 3 camera đã gơm nay 4 camera... xấu kinh,negative
Chẳng cần phải tốn nhiều tiền vậy cho một chiếc dt !!!!!,positive
Mua điện thoại hay mua máy chụp ảnh! Camera như tổ ông rồi!!!l chơi như Nokia xưa đi! Xoay cái ra máy quay phim chụp anh! xoay cái thành điện thoại!,neutral
Đẹp,positive
huawei nó đã ra con đth giống y như này rồi,neutral
"Lại tai thỏ, Bác Timcook chắc rất thích nuôi thỏ",positive
Chip xử lí mạnh nhất hệ mặt trời sx bởi hãng nghìn tỉ đô mà chụp tấm ảnh đêm giật cả mình. Thua cả điện thoại tq,positive
"Đúng là chất lượng ảnh chụp iphone là số 1, chụp đêm đen thui không thấy gì hết, đúng chân thực",positive
"Ảnh chụp tối thế kia là đẳng cấp của iphone, ifan sẽ nói thế",positive
Nhưng mình vẫn thích SE 2020 vì đơn giản nó sử dụng IOS.,positive
Các fan của Iphone giờ đang dùng iphone 6 nhưng tung hô Iphone SE 2020 nào là chụp đêm thế kia để không ảnh hưởng đến quyền riêng tư của người khác,neutral
Tương lai không khác gì con SE2 thôi! Tôi thà mua con Xr củ còn hơn mua con này full box!,neutral
Camera Iphone cho tấm ảnh thật chân thực. Chụp tối thì phải cho tấm hình đen thui chứ rõ nét như ai kia là không chân thực nhá,positive
Viền trên dưới nó dầy thế kia thì ko thật sự nhỏ gọn đâu...có thể là thành công ở nước ngoài...chứ việt nam chắc ko..,negative
Công nghệ 2017 sẽ TIÊN PHONG cho Apple năm 2020 nha! Toàn đồ thừa của 2 năm trước xài không hết đem xào nấu lại.,positive
Nhìn con se và ảnh nó chụp chân thực tới đẳng cấp.,positive
"tôi thích dùng sp của apple nhưng phải công nhận se2020 tôi sẽ k mua, màn nhỏ pin yếu",negative
"Chỉ có mấy ifan mới mua, vì thích theo kiểu mù quáng, dùng thiết kế của 3 năm trước,dung lượng pin thì thấp, bán với giá cận cao cấp",negative
Cơ bản thì nếu năm sau giảm nhẹ còn 2tr thì tôi sẽ mua dùng thử. Chứ mạnh chả để làm gì khi các thứ còn lại toàn đồ bỏ.,negative
"Thích chụp đêm thì mua pro max. Táo nó làm vậy là có lý do hết, để se hoàn hảo sẽ mất thị phần của các flagship khác.",neutral
"TIẾP BƯỚC SAMSUNG , APPLE TÍCH HỢP VÀI CÁI ĐỈNH VÀO ĐIỆN THOẠI TẦM TRUNG - NHỮNG ÔNG LỚN KHÁC BẮT ĐẦU LO...",neutral
Có điểm yếu nên giá bán cũng yếu đó,negative
"Nếu giấu được cammera như vậy sẽ rất đẹp.Lại "" khổ"" các hãng khác chạy đua theo..",positive
"Ai đó thích tai thỏ hơn cơ, không chịu đâu",negative
Như này thì còn gì bằng,positive
Điện thoại đẹp nhưng không tiền để mua,positive
Tai thỏ vẫn là đẹp nhất. Không ai có thể đối đầu được với nét đẹp của tai thỏ.,positive
Có lẽ phải tốn thêm sức cho các chị để kiếm tiền cưới em thôi,neutral
Nếu là sự thật thì Samsung đã quá đột phá và nghĩ cho người dùng. Còn Apple thì lại hút máu bằng cách bê thiết kế cũ và cấu hình cũ để tạo 1 sản phẩm mới,neutral
Nếu ẩn đươc thì đây sẽ là điện thoại đẹp và ăn khách nhất năm 2020,positive
Quá đẹp nhưng chắc cố lên cơn note 10+ thui. Nhìn mà thèm,positive
"Nhìn con s20 là đủ biết ss quay lại con đường cũ, cố nhồi nhét thật nhiều tính năng mới vào mà k cần biết nó có dc hoàn thiện k??? Đấy là còn chưa nói cả tấn lỗi dù bán chưa đc 3 tháng",negative
"Ss hay quảng cáo khác sự thật lắm. Fold 1 trong quảng cáo có màn hình vuông vắn, màn hình ngoài gần tràn viền, lúc ra mắt thì ối giồi ơi",negative
"Nếu cho ra bức ảnh kém hơn, thà cứ để nốt ruồi chả ảnh hưởng chi, vẫn thích trải nghiệm tốt hơn là mẽ đẹp nhưng kém, và phát sinh lỗi.",negative
"Không biết Sam Sung giờ dùng thế nào, sau khi dùng Note8 1 năm thì chưa có ý định dùng lại Sam Sung.",negative
"Video demo quảng cáo thôi mà, giờ cơ chế tạo camera ẩn dưới màn hình chắc hãng nào cũng biết nhưng vấn đề là chất lượng ảnh chụp của camera trước sẽ kém hơn rất nhiều.",negative
Đã tới note 20 rùi sang năm note 200 cũng có hay 2000.,neutral
"Đúng là hiệu năng cao thật, 1 tuần giảm 2 triệu. Dù anh có khỏe mạnh nhưng không đẹp mã thì đừng hòng quyến rũ được ai.",positive
"SE giá còn hạ nữa vậy thì S20 của Sungdroid ế rồi, bán cho ai đây? vì S20 nghìn đô mà hiệu năng yếu kém hơn SE 399 đô.",negative
Cái này giá thương gia tự giảm hay giá Apple giảm vậy nhỉ!?!,neutral
Tưởng chỉ cần logo thôi chứ.,neutral
Đến tết còn 5 triệu. Mua cái về xài.,positive
"mẫu SE này chắp vá đủ thứ khg có tí phong cách nào , thế thì tầm 5-6 triệu là ổn ?",negative
"Nói thật với bản 64gb có giá hơn 10tr. Tôi sẽ mua Vmart Live với giá 3tr8 cũng 64gb. Tôi sẽ còn dư được 6tr2, tôi mua máy chủ yếu đọc báo xem tin tức, xem phim nghe nhạc.",neutral
Xuống 5 triệu mua làm máy phụ cho em note 9 mình đang sài ahihi,positive
Thế mà mấy ông mấy bà nói iphone ko rớt giá.,neutral
Quá hấp dẫn. Chỉ riêng khoảng máy mạnh và được cập nhật hđh iOS thêm 4-5 năm nữa là thấy sướng rồi. Không mua đừng hối hận,positive
Mình ở bên Hàn.con SE này bản 64G đang đc bán vs giá 9tr vnđ.nhìn dân mình ở nhà phải mua giá cao tội thật,negative
"Xác iphone8 gắn linh kiện iphone 11 thôi, thế mà các thánh tung hô nó như 1 siêu phẩm chả thể nào hiểu nổi",negative
"Ko SE nên giảm thêm nữa, chắc sẽ thấy thế được các dòng Nokia chủ yếu để nghe gọi cho các bác xe ôm, nông dân hay xài.",neutral
Đã bảo việt nam là phải to và đắt mới ngon..chứ tầm tiền đó mua ipx..hay ip xs max cũ ngon hơn về mọi thứ..còn hiệu năng thì 9. 10 mà thôi,positive
Ưu điểm của điện thoại này với tôi chính là kích thước màn hình nên tôi sẽ mua nó.,positive
Mình đã dùng đến 8plus. Chắc chắn sẽ không dùng nữa. Vì ko có tiền xài,negative
"Không đáng giá. Máy này chỉ đáng giá 5 triệu vì toàn công nghệ cũ. Giá này mua máy oppo, vivo, xiaomi ngon đáng giá gấp vạn",negative
Iphone 6s plus tôi mua từ nhiều năm trước tới giờ vẫn lướt Web chơi game ngon lành.,positive
5tr thì đúng với giá trị thật hơn.,positive
Dùng con iPhone 6splus vẫn ok giá còn rẻ chán,positive
"Giảm 2 triệu đồng trong một tuần, Samsung cũng chào thua. Ha ha",positive
"Đang dùng xsmax nghe tới hiệu năng con này thì chạnh lòng, nhưng nhìn lại bề ngoài thì ôi thôi cạn lời",negative
Tôi dùng 6plus vẫn chạy ầm ầm chẳng cần phải thay máy nhé,positive
"Màn hình nhỏ không khả quan lắm,dùng 7,8 plus rẻ hơn.",positive
Tầm 1 tháng nữa giá ổn định là mua được rồi ! 12 củ xúc thôi !,positive
Nếu các bạn muốn đẹp và kiểu dáng thay đổi thì chắc chắn Apple không bán 11 triệu đồng.,neutral
"giá mà màn hình to hơn một chút, khoảng 5.2 inch và pin tầm 2k5 mah thì tuyệt.",positive
"viên pin quá tệ, hãng lớn mà pin quá kém, không thay đổi được gì",negative
"Mới về rớt ngay 2 triệu, công nhận Ip cũng giữ giá ghê thật.",neutral
Camera không bằng ip 11 là không thu hút được khách rồi.,negative
Touch id đã lỗi thời rồi.,negative
"Cũng chỉ là cái đt thôi mà, có gì mà mấy bác um tùm thế...",neutral
"Thay vì để tiền thay miếng kính camera con S20 hết 400 usd, Sam cuồng nên mua con iphone SE này, hiệu năng cao, chất lượng lâu bền.",positive
Em xin đổi một con SE lấy một liều vaccine nCoV-2,neutral
"Mình cũng thích em này vì nó nhỏ nhưng giá hơi chát, chờ hạ giá sẽ tính làm 1 Em",negative
"Hãy tìm hộ tôi ĐT có hiệu năng và giá cả như SE, tôi sẽ mua nó hay các thánh chỉ nói bừa",positive
rồi ế,negative
Giá mà nhíc thêm tràn viền nữa thì đông khách.,positive
"Mình mới mua note8 có 5tr9 ko à, dùng ngon choét mà màn hình còn to nữa",positive
Các bạn đừng cãi nhau nữa doanh số sẽ nói lên tất cả.,neutral
"Nhỏ màn hình tôi không ý kiến gì, nhưng hai cái đầu trên, dưới, với quả pin thì,,,, ô hô, chịu không có gì để nói.",negative
"Nhiều người sẽ vào dìm iphone là chắc,yêu không được thì hận,bình thường thôi",neutral
Chê S20 cho cố vào.,negative
Với giá này coi bộ X cũ ngon hơn à. Dù gì cũng dùng 2-3 năm là đổi máy rồi.,neutral
Xả linh kiện tồn kho thôi mà..ai mua sưu tập cho đủ bộ thì mua chứ mua để dùng thì thôi. Đợi nó ra 12 rồi mua mà dùng,positive
Có ai giống tôi sắp mua iphone vì sếp tôi hay nhắn imessage. Và tôi phải có iphone mới nhận đc tn ko?,neutral
2 sim rồi kìa!,positive
"Theo kinh nghiệm của người đang dùng 2 hệ android và ios, thì với mức giá như vậy thật sự iphone SE là lựa chọn xứng đáng.",positive
"Nếu nó to bằng con 8plus tôi sẽ mua, dt nhỏ ko còn là mốt",positive
Giống 6 quá - Càng ra càng xấu,negative
"Nó là Iphone 8 bán ế, mang chế lại !",negative
Đây là iphone 7 mà,neutral
Cứ Iphone ra là phải tranh thủ mua càng nhanh càng tốt chứ không nó sẽ xuống giá.,negative
Cách TỐT NHẤT để không phải LĂN TĂN TRONG ĐỜI SỐNG LÀ : NÓI KHÔNG VỚI ĐT IPHONE.!,negative
"Giống iPhone 6 thì bán 6 triệu là hợp lý. Kể cả giá 399 USD vẫn đắt, thế mà ở VN có nơi bán dc 13tr cũng tài",positive
"Các đời IPhone X, 11 khi mới ra giá ở VN cao hơn các nước khác nhưng vẫn bán được vì nó còn giải quyết khâu oai, còn iPhone SE giá cao thì xem ra khó bán!",negative
"Cứ chờ nữa năm sau sẽ còn 1/2 giá. mua giờ chỉ làm giàu cho  hàng lậu xách tay,  không thuế",neutral
"Ném cái động cơ f1 vào bộ vỏ của kia morning. Cốt chỉ để lòe thiên hạ để bán nốt hàng tồn. ... Giá này thì ipx, ipxs, ip11 2nd vẫn tốt hơn rất nhiều.",positive
"Tôi không bao giờ mua sản phẩm điện tử model mới ra trong vòng 03, đặc biệt là điện thoại.",positive
"Dùng điện thoại từ năm 1996 đến nay, nhưng chưa từng dùng iphone. Mặc dù giá iphone hiện nay quá rẻ so với điện thoại cục gạch những năm 90.",positive
"Mình có thể chưa đủ tầm để thưởng thức vẻ đẹp của ip se 2020 chăng ? Vì ngắm nghía mãi chả thất hấp dẫn ở điểm nào cả kể cả hình thức và giá bán,thôi đành chờ các bạn mua dùng một tg xem sao ???",negative
"Ở Úc 10,5tr, nếu đem ra khỏi Úc lấy lại được gần 10% thuế tính ra giá cỡ 9tr6, về Việt Nam bán 12tr ok rồi",positive
"Vẫn đang dùng iphone 8 ko có vấn đề gì nên chưa có nhu cầu đổi iphone 8 SE,hihi",positive
"Iphone mỗi năm đều thay đổi, tuy nhiên bộ lưu trữ icloud thì mãi vẫn là 5 Gb!",negative
"Iphone 8se hahaha, thôi ko mua, cái 7 Plus còn ngon chán 2 camera luôn haha",positive
6 triệu trở về là mua luôn,positive
SE là viết tắt của Second-hand Edition nhé. Bình quá cũ nhưng rượu thì mới. Chắc do cái Iphone 8 tồn hàng quá nên sửa thành SE để bán cho nhanh!,neutral
6s plus của tôi vẫn chậy rất khoẻ ko ngán 1 game nào và lại ăn đứt cái màn hình của iphone se. Ai chỉ cho mình lý do để mua iphone se ở thời điểm này với.,positive
"Iphone là điện thoại gì thế? Nó có bằng Samsung, oppo không?",neutral
Việc ra sản phẩm mới giữa đại dịch thì hãng SX cũng tiên lượng trước doanh số ảm đạm rồi.,negative
iPhone mới ra mắt cái là anti fans bấn loạn. Tiền thì không có mua chỉ biết ngó và mỉa mai.,negative
"Realme C3i 2tr300 kìa, sài 2 năm rồi đổi tốt chán.",positive
Rồi sẽ về đúng giá của nó thôi,positive
"Sản phẩm này là sự tụt lùi của công nghệ, giá thì trên trời. Ảo tưởng về thương hiệu...",negative
Tôi đợi nó còn 3tr mua là đẹp. Trải nghiệm ip.,positive
"Con này thích hợp cho chơi game này, chắc sản xuất ra để thay thế iphone 8 góp mặt ở các giải đấu game mobile chuyên ngiệp.",positive
"Nói chung cái iPhone này rất mạnh nhưng rất tiếc nó sẽ chẳng khác gì con iPhone 6 khi cầm trên tay, và ai nhìn vào cũng bảo là "" thằng kia đang dùng iPhone 6"".",positive
2012 mê ip4 lắm. H đã thực hiện được rồi. Không gì là muộn cả.,positive
Vài ngày sau sẽ còn 10 triệu. Các bạn cứ tin mình đi. Các cửa hàng làm giá ấy mà. Haha,positive
Dự là iPhone se2020 vài tháng nữa còn 7_8triệu,positive
"iPhone được cái giá trên trời. Nhưng ai cũng ghiền. Ví như IP 11pro 3 camera, ai cũng bảo xấu, nhưng phải công nhận ai cũng thèm.",negative
Có tiền cứ iPhone mà giã không bao giờ làm ta hối hận bây giờ mình nằm trong số đang hối hận đây,negative
Mình thấy iphone kỳ này đưa hình lên toàn mặt lưng.,neutral
đang dùng iphone 7 plus chưa tìm thấy lý do để mua dòng này.,negative
Giá ở TP HCM cao hơn là vì họ nhập từ Hà Nội vào để bán lại đó mà,negative
Quá bình thường...hàng chợ rồi.?,negative
"Tự hét cho vui vài hôm ế thúi ra, hồi con SE cũng đã rõ rồi",negative
"Iphone SE 2020 có gì hay, mới đâu mà đổ xô vào cho nó làm giá, hãy chờ đi, mua bây giờ, tháng sau nó xuống 50% thì hối hận!",negative
"K hiểu nổi vỏ cũ gắn chíp mới ... Ra mắt rồi khai tử cái chíp cũ, mượn vỏ cũ thành hàng mới tinh . Công đoạn sx vỏ ip se hẳn chỉ là ngồi gắn lại rồi bán thôi",negative
Quá đắt!,negative
"Hàng lởm thì chê là đúng, nhưng iphone làm tốt quá, mãi vẫn chưa hỏng cho mà thay thì biết làm sao",negative
Mình không có nhu cầu mua iPhone và cũng sẽ không bao giờ có nhu cầu dùng iPhone. Đơn giản không mua không phải không tiền không mua. Không có nhu cầu sử dụng đơn giản vì không phải chỉ có thể iPhone mới là điện thoại.,negative
"Dự là ế...vì ở tính dân Việt đã mua là phải đắt nhất,chứ rẻ rẻ là không chơi.",negative
Mua đi rồi hối hận không kịp,negative
"Thật sự mình rất thích., nhưng với giá này thì hơi khó,, iPhone có tính bọc trực của nó., sẽ nên chờ thêm.",positive
"11 pro max 256gb, cho khỏe",positive
Tuy em nhỏ bé nhưng đánh mọi đối thủ mạnh nhất,positive
"Thì nó là IP8 ế vì IP X, qua nhiều năm thu hồi lấy linh kiện để thành IP SE 2020 mà. Như các đời SE trước thôi.",neutral
Mời các Icuồng chưa giàu giúp thánh Apple xử lý hàng tồn kho nhé,neutral
Năm 2020 - vẫn sạc 5W - màn hình HD đục đục mờ mờ - pin 1800 - giá gần 17tr. Quá thơm ngon cho ifan hít hà.,positive
Vậy phải gọi iPhone 8 2020 mới đúng.,neutral
Linh kiện cũ được dán tên mới để không phải giảm giá gây ra mất đẳng cấp mà.,negative
Khác gì kiểu mấy ông kinh doanh hàng tiêu dùng hết data ở VN đâu - chỉ là cách tẩy data cũ đi và dán thay vào đó cái data mới rồi lại bán trở lại.,negative
Linh kiện tồn kho thì phải giống nhau thôi,neutral
"Cái tên iPhone SE chỉ là để đánh lừa, phải gọi là iPhone 8 2020 mới đúng . ",neutral
Nó giải quyết đống hàng tồn kho nên bê nguyên xi đống rác cũ là đúng rồi,negative
Rút chip ip8 ta lắp chip mới vào thành SE. Kiếm tiền dễ thật,neutral
"Vui thật, cứ mấy bữa nữa lại luộc lại Iphone X, Xs, 11 thành Iphone SẼ. Chỉ cần thế thôi đã làm Isheep phát cuồng rồi.",positive
Sao không gọi là iPhone 8s cho sang mồm nhỉ? Mà lại để là SE mất đi sự đẳng cấp khác biệt của SE 4 năm mới có 1 phiên bản.,neutral
"Đời mới luôn tốt hơn đời cũ, chờ hàng chính hãng về là xách em về ngay.",positive
"11 triệu mà đòi hỏi gì nhiều,ngon bổ rẻ là được! Chứ như lúc iphone 8 ra cũng 18-20 triệu rồi",positive
"Ip giờ cạn ý tưởng rồi, chỉ còn vòi bạch tuộc thôi",negative
3 màu sắc nhưng mặt trước chỉ mỗi màu đen... màn hình màu đen tồn kho hơi nhiều à nha...,negative
Ủa chứ SE 1 có khác gì iPhone 5s???,neutral
Ngài Trump sẽ thích chiếc này vì ngày thích phím home và vân tay. Đây cũng là sản phẩm tiềm năng cho các bạn yêu iphone nhưng không ưa notch và faceID.,neutral
sao iphone se 2020 co sạc không day sao khong thấy nhỉ,neutral
"Linh kiện vẫn ngon là được, có gì mà bàn cãi, ai thích có tiền thì mua dùng hee",neutral
"Iphone có sao nói vậy. Từ pin đến camera, hiệu năng,..chứ ko như ai kia ; pin hô hào 3_4000mAh nhưng thực chất ko dc vậy, camera thì vài chục MP nhưng hình ảnh quá tệ..",negative
tôi sẽ mua ngay SE khi em no có mặt ở Việt Nam,positive
"Kết luận,chạy đua với một hãng điện thoại quả là "" vô ích"" mất thời gian và tiền bạc.",negative
Con này giá 8tr thì đẹp!,positive
"Gần 10 triệu cho cái thiết kế từ thời Napoléon. Apple ra SE vì còn tồn 1 số lượng lớn linh kiện, không là thì bán ve chai à. Lý do vậy mà iFan cũng tung hô siêu phẩm, thiệt là hài hước",negative
Có nên bỏ Note 9 để mua em.này ko các bác?,neutral
Nhìn chẳng khác gì 6s.,neutral
"năm 2020 mà iphone ra DT hình thức cũ mẫu mã của model 2014 iphone 6,không đáng bỏ ra 10trieu mua DT này.",negative
"giờ này mà màn 4.7'' , viền dày , có khối người mong đợi. chỉ có apple mới làm được, đúng là IOS kinh thật. con này mà chạy android giá chắc tầm 1t5..",positive
"TÔI SẼ MUA MỘT CÁI ĐỂ DÙNG NẾU HIỆN NAY KHÔNG CÓ iP X, Xs, 11, 11 Pro (chứ chưa nói Xs Max, Pro Max)",neutral
12 tr cho một chiếc ip thiết kế từ năm 2017. Xài đồ bác Vượng cho lành 4 triệu hiệu năng ổn tự hào dân tộc,positive
Nước ngoài thì ok..chứ việt nam phải là to và đắc mới bán được,positive
Đã nhàm chán thì mạnh mẽ để làm gì,negative
Viền trên màn hình SE 20 có những gì mà làm dày côp thế không biết.,negative
Để qua một thời gian mua dùng sau,positive
Uớc gì với kích thước này chúng ta có tai thỏ và full màn.,negative
Gọi là Iphone 8s thì đúng hơn . Thất vọng từ SE vẫn thích mẫu SE cũ hơn . Trong đợi mẫu SE cũ tai thỏ .,negative
"tiện dụng tuyệt vời - tôi quen đọc sách trên mobile , với 11 đã quá to cầm 1 tay mỏi - 2020se quá tuyệt cho nhu cầu của tôi",positive
"Do đó, sản phẩm thậm chí được dự đoán sẽ trở thành iPhone bán chạy nhất năm 2020.",positive
"ĐT bây giờ hiệu nào cũng vậy, có gì mới đâu, tranh nhau cái camera. Cần cải tiến là viên Pin, chưa có hảng nào phát triển tốt",negative
viên pin 1k8 nản,negative
Nghĩ nó chán các bác ợ,negative
Riêng tôi sản phẩm xứng đáng so sánh là iPhone 6 phiên bản 2020,neutral
Máy này chắc chắn ế ở VN,negative
"Làm gì có ngon, bổ , rẻ. Với Apple thì chất, thẩm, đẳng tương ứng với số tiền phải bỏ ra.",negative
Nếu cái vỏ giống SE 2016 với màn k viền thì giá hơn 12 triệu này thấy hợp lý hơn,negative
"Ip se2 = Iphone 8 thay chip, nhưng giảm chip âm thanh, chất lượng màn hình.",negative
Mạnh để cày game nhưng pin quá ư là chán.,negative
"Đã nói nhàm chán thì mạnh mẽ đến đâu cũng nhàm chán. Vẫn xài X, chờ 12.",negative
Tiền nào của ấy!,neutral
"Quan trọng là chạy mượt, ổn định là được !",positive
Tôi chờ xem cái bóng của Steve Jobs có thể che cho Apple bao lâu nữa !,neutral
"Mạnh ngã nào ngoài con chip, còn cái màn hình hd LCD thì như ve chai, camera thì đời nữa thập kỷ về trước, không được cái gì hết, pin thì càng hẻo.",negative
đúng là xấu hơn tưởng tượng...xấu để còn làm cái đẹp...đợi cái phiên bản tiếp theo.,negative
Ip se 2020 mà giá 8tr thì mình cố gắng mua. Còn giờ dùng 6s và 6s plus vẫn ổn,positive
Hãy cho tôi lý do để yêu em ấy????,neutral
Cái điện thoại mười mấy triệu mà cho cái củ sạc 5W?,neutral
Ơ ko ai xiếp hàg đợi mua nữa ah? Chán vậy.,negative
"Mặt trước màu đen xấu quá, hơi thất vọng",negative
"Ê sắc ế là điều thấy trước, giờ này mà còn dùng màn hình này chả loè được ai.",negative
Tôi sẽ chọn Joy3 của chú Vượng!,positive
Tôi thì vẫn trung thành với iPhone X,positive
"Không có phím back đã là hạn chế đã thế còn không cho cài ứng dụng ngoài, nó bảo thủ và tù túng thế mà nhiều người dùng tung hô thế không biết.",negative
Nếu pin của Iphone SE 2020 cho thời gian sử dụng lâu hơn iphone 8 thì chắc chắn sẽ có nhiều người mua.,positive
Mười mấy triệu cho cái điện thoại chả ra gì,negative
"Đang cấm bay ,ai sách tay về được vậy???",neutral
"Nhìn quá chán, thời nay còn kiểu màn hình này,",negative
"Đang trong thời gian cách ly, cấm xuất nhập cảnh, vậy tại sao có được hàng xách tay nhỉ? Cười.....",neutral
"Một thiết kế đột phá là đưa quả táo xuống, thấy xấu liền",negative
"dự đoán là sẽ ế thảm hại, 2020 vẫn còn giá này",negative
Đợt tới còn quay lại với thiết kế IP 1 cơ,neutral
Chán ko tả nổi,negative
Chơi rượu cũ bình mới vậy để bán hết mớ linh kiện cũ .quả là cao tay,negative
Hàng không cấm bay thì xách tay về bằng đường bộ à,neutral
"2020 - sạc 5W- màn hình HD - 16,5 triệu. Đẳng cấp cho ifan.",positive
Nếu được tặng tôi sẵn sàng dùng. Còn nếu bỏ tiền ra mua ư? Không đời nào.,negative
Thờ đại gì rồi mà sản xuất củ xạc PIN kinh thế...?nói thật chứ cái điện thoại iPhone giờ chẳng có gì hay.bây giờ điện thoại thông minh nào pin trâu là auto bán chạy,negative
Đừng nghĩ chỉ vì 1 con chip mà người dùng sẽ đánh đổi,neutral
Thôi khỏi. Giá đó mua hẳn em Samsung khủng hơn nhiều.,negative
"Kể cả ipond 11 pro hoặc promax chỉ nên giá 25 triệu trở xuống là được, chứ 40 triệu quá đắt.",negative
1triêu 260k-1triêu670k-thi mua về cho trẻ con vao zoom thì còn tạm.,neutral
Máy đo độ cuồng IP là đây chứ đâu nữa. Haiz.,negative
"Quá bình thường, nhìn như đồ chơi",negative
"Cũ, nhàm, lạc hậu và đắt...",negative
"Lấy linh kiện của iphone 8 lắp vào, thêm ios 13 là thành iphone mới. Apple móc túi kinh quá.",negative
